VSSL_INNB,CLSGN,VSSL_NO,IMO_NO,MMSI_NO,BEF_VSSL_NO,BEF_CLSGN,PRT_AG_CD,SATMNT_ENTRPS_CD,SAVE_TP,VSSL_KND_CD,VSSL_KOR_NM,VSSL_ENG_NM,VSSL_NLTY_CD,SHIPNG_NAT_CD,SHIPNG_PRT_CD,OPRTR_NLTY_CD,OPRTR_ENTRPS_CD,SHPWNR_NLTY_CD,SHPWNR_ENTRPS_CD,TON_EDYC_SE,INTRL_GRTG,GRTG,NTNG,CMDTY_WT_TON,VSSL_TOT_LT,SHDTH,VSSL_DRFT,VSSL_LT,VSSL_DP,BRBT_SE,IBOBPRT_SE,NVG_SHAP_CD,ERSR_RESN_CD,VSSL_CNSTR_DT,ORGINL_CMPRSN_DT,ISSC_DSPTH_DTLS,ISSC_APRTF_CECK_DTLS,ISSC_CNFIRM_DT,ISSC_PRT_CD,VSSL_TELNO_1,VSSL_TELNO_2,VSSL_TELNO_3,XCSSHP_AT,OKR_DPLC_HULL_AT,SBT_YN,REMARK,SATMNT_DT,USE_YN,RDCSHP_RESN,RDCSHP_DE,HARBOR_TNSPOT_SE,STDR_INSTT_HRSPW,USER_INSRNC_EXPRTN_DE,VSSL_INSRNC_EXPRTN_DE,CREW_INSRNC_EXPRTN_DE,POSESN_SE,HOLD_SE,CHARTSP_BEGIN_DE,CHARTSP_END_DE,LDADNG_CPCTY,ACQS_DE,RGSTR_ID,REGIST_DT,UPDUSR_ID,UPDT_DT,ROW_STTUS_CD,TELNO_RM,REQST_NO,NWSHIP_TKOFF_AT,OIL_INSRNC_BEGIN_DE,OIL_INSRNC_END_DE,RGSTR_SE,SATMNT_ENTRPS_U_CD,SUB_INST_YN,LDADNG_TEU,RE_SATMNT_REQST_YN,RE_SATMNT_REQST_RESN
C6TI4,C6TI4,,9296456,311655000,,,20,KMS8811,3,41,MARVEL,MARVEL,BS,BS,NAS,BS,,BS,,1,"5,403","5,403","2,862","6,921",109,19,6,109,9,3,1,2,,4/1/2004 0:00,,,,,,1046651954,1045851494,,,N,,대리점변경0512,3/2/2021 11:30,Y,,,,,,,,,,,,,,lmk0123,4/6/2014 14:19,bpa333,3/7/2021 0:02,A,21.02.25,65677,,,,,,,556,,
C6TN2,C6TN2,,9296468,311703000,,,20,KMC0178,3,41,MAGNA,MAGNA,BS,BS,NAS,JP,,JP,,1,"5,403","5,403","2,862","6,913",109,19,5,109,9,3,1,1,,6/1/2004 0:00,,,,,,1038467442,,,,N,N,"141112나용변경 140923나용변경 140422대리점,운영자국적변경 140220대리점변경 대리점운영자국적0409, 2014.010 도선사무실 확인",1/29/2021 11:41,Y,,,,,,,,,,,,,,sima3116,11/12/2014 17:18,vtms,5/6/2021 9:53,A,,65160,,,,,,,556,,
9538658,WPTC,,9538658,338679000,,CQIW7,20,KMC0748,3,41,PRESIDENT TRUMAN,PRESIDENT TRUMAN,US,US,ILG,FR,,US,KMC0748,1,"75,015","75,015","38,989","84,153",300,40,15,289,24,,1,1,,1/1/2014 0:00,1/5/2015 0:00,,,,,1055734864,9414774,,,N,N,"180730 호출부호,선적항,깊이,운영자국적,선주국적 변경/180719 호출부호,선명,선박국적,선적항,총길이,선주국적,운영자국적,대리점,나용구분 변경/141229신규",7/30/2018 0:00,Y,,,,,,,,,,,,,,sima3116,1/5/2015 15:03,vtms,5/6/2021 6:05,A,,47441,,,,,,,"6,588",,
A8JS9,3EPO6,,9400590,351140000,,9HA4085,20,KMS8811,3,41,ACACIA WA,ACACIA WA,PA,PA,ZZZ,KR,KMS8811,,,1,"7,170","7,170","3,068","8,524",133,19,8,122,11,3,1,1,,1/1/2006 0:00,,,,,,1046651954,1038870911,,,N,N,,4/20/2021 9:24,Y,,,,,,,,,,,,,,bpa020,3/21/2017 17:55,bpa333,5/2/2021 6:37,A,19.10.18 업데이트 완료,66704,,,,,,,704,,
3FKP7,3FKP7,,9073062,351268000,,DGAH,20,KMC0326,,41,MSC SOPHIE,MSC SOPHIE,PA,PA,PTY,CH,,CH,,1,"37,398","37,398","20,334","43,600",243,32,12,228,16,,1,1,,7/27/1993 0:00,,,,,,1045657192,,,,N,,,8/7/2019 15:02,Y,,,,,,,,,,,,,,BASHM,7/9/1997 15:10,bpa063004-IHS,10/27/2020 15:37,A,,54564,,,,,,,"3,424",,
3FZD5,3FZD5,,9470753,351639000,,,20,ICC2115,3,41,PENANG BRIDGE,PENANG BRIDGE,PA,PA,PTY,SG,,PA,,1,"17,211","17,211","7,875","21,927",172,28,8,172,14,,1,1,,8/7/2008 0:00,,,,,,1058514091,1047154476,,,N,,가입력,4/16/2020 16:24,Y,,,,,,,,,,,,,,KY0724,4/7/2000 8:55,vtms,4/18/2021 7:16,A,,59668,,,,,,,"1,708",,
9199775,3ECH7,,9199775,351679000,,,20,OSL0038,3,41,파디안 1,PADIAN1,PA,PA,ZZZ,CN,,,,1,"4,388","4,388","2,058","6,273",111,17,6,103,8,3,1,1,,4/15/1999 0:00,11/18/2016 0:00,,,,,1035965258,1074788004,,,N,N,190124 나용구분/선사 변경,9/23/2020 13:42,Y,,,,,,,,,,,,,,bpa020,11/18/2016 16:18,bpa222,1/1/2021 8:12,A,,62762,,,,,,,411,,
3FMO6,3FMO6,,9467457,351848000,,,20,KMC0326,3,41,MSC KATIE,MSC KATIE,PA,PA,ONX,PA,,PA,,1,"140,096","140,096","75,419","139,287",366,48,15,366,30,,1,2,,11/12/2012 0:00,,,,,,,514663399,,,,N,"131008 흘수, 총길이, 대리점변경",11/12/1999 0:00,Y,,,,,,,,,,,,,,lmk0123,1/11/2014 7:17,lmk0123-IHS,10/27/2020 15:37,A,,,,,,,,,"12,400",,
H3WJ,H3WJ,,9292266,351968000,,,20,KMC0155,3,41,GRACE BRIDGE,GRACE BRIDGE,PA,PA,PTY,DK,,,,1,"54,519","54,519","22,921","65,023",284,32,13,284,22,,1,1,,11/12/2004 0:00,5/4/2015 0:00,,,,,1098165350,1090199039,,,N,N,171225 운영자국적변경,6/24/2020 17:05,Y,,,,,,,,,,,,,,bpa020,12/26/2017 9:18,KLTAWNE0-IHS,10/27/2020 15:30,A,,61005,,,,,,,"4,738",,
9624275,3FGH2,,9624275,351977000,,,20,KMC0155,3,41,MAERSK ARAS,MAERSK ARAS,PA,PA,PTY,DK,,,,1,"45,169","45,169","21,362","60,153",241,38,12,214,20,,1,1,,8/11/2012 0:00,,,,,,1098165350,1094502281,,,N,N,20170428 업체변경함,6/4/2019 10:59,Y,,,,,,,,,,,,,,bpa020,4/28/2017 16:28,bpa161006-IHS,10/27/2020 15:37,A,,53070,,,,,,,"4,662",,
9399038,HPFG,,9399038,352361000,,,20,KMC0326,3,41,MSC BETTINA,MSC BETTINA,PA,PA,ZZZ,CH,,PA,,1,"151,559","151,559","83,151","162,867",352,51,14,352,23,,1,1,,9/30/2009 0:00,7/23/2010 0:00,,,,,,,,N,,N,100713대리점변경,6/29/2010 0:00,,,,,,,,,,,,,,,lmk0123,4/5/2014 16:23,vtms,2/14/2021 14:52,A,,,,,,,,,"13,798",,
9338292,3ESH9,,9338292,352689000,,A8LP8,820,KMC0201,3,41,ACACIA VIRGO,ACACIA VIRGO,PA,PA,PTY,SG,,SG,,1,"9,954","9,954","5,117","13,727",148,23,7,141,12,,1,1,,1/2/2007 0:00,6/1/2010 0:00,,,,,,1071224089,,,N,N,"180327 나용구분변경/180316 호출부호,선명,대리점,선박국적,운영자국적,선적항,나용구분변경(itc받아야함)",3/17/2020 17:27,Y,,,,,,,,,,,,,,bpa020,3/16/2018 17:59,dpkimj,5/5/2021 22:22,A,010-7122-4089      21.02.22,59074,,,,,,,"1,022",,
9703318,3FQA,,9703318,352757000,,,20,KMC0326,3,41,MSC ZOE,MSC ZOE,PA,PA,PTY,CH,KMC0326,CH,KMC0326,1,"192,784","192,784","111,423","199,272",395,59,15,381,23,,1,1,,12/26/2014 0:00,,,,,,1045657192,556816181,,,N,N,150622 대리점변경,3/30/2020 13:37,Y,,,,,,,,,,,,,,bpa020,6/23/2015 10:37,vtms,3/7/2021 23:57,A,,59326,,,,,,,"19,224",,
9606302,3FIL2,,9606302,352853000,,,20,KMC0326,3,41,MSC LONDON,MSC LONDON,PA,PA,PTY,CH,,CH,,1,"176,490","176,490","100,545","186,650",385,54,16,385,23,,1,1,,7/10/2014 0:00,,,,,,1041425587,9309870,,,,N,"140714선주운영자국적,건조일,대리점변경",7/3/2014 0:00,Y,,,,,,,,,,,,,,chpark,7/18/2014 15:09,withj421-IHS,10/27/2020 15:37,A,,,,,,,,,"16,652",,
3ENC5,3ENC5,,9339284,352871000,,,20,KMC0326,3,41,MSC CANDICE,MSC CANDICE,PA,PA,PTY,CH,KMC0326,CH,KMC0326,1,"108,930","108,930","61,479","116,932",337,46,16,323,23,,1,1,,6/4/2007 0:00,,,,,,1045657192,,,3,N,,설계상 전장 상이함,2/1/2021 8:59,Y,,,,,,,,,,,,,,lmk0123,7/14/2013 20:11,vtms,4/5/2021 6:10,A,,65182,,,,,,,"9,178",,
H3LP,H3LP,,9278155,352948000,,,20,KMC0326,3,41,MSC NERISSA,MSC NERISSA,PA,PA,ZZZ,CH,,CH,,1,"54,881","54,881","31,783","68,178",294,32,14,284,19,,1,1,,3/1/2004 0:00,3/29/2004 0:00,,,,,,1034277283,,,,,,3/29/2004 15:00,Y,,,,,,,,,,,,,,BAK2SAN,3/29/2004 15:00,vtms,12/29/2020 19:59,A,,,,,,,,,"5,059",,
9606314,HOFP,,9606314,352952000,,,20,KMC0326,3,41,MSC NEW YORK,MSC NEW YORK,PA,PA,PTY,CH,KMC0326,CH,,1,"176,490","176,490","100,545","186,766",386,54,16,385,23,,1,1,,7/14/2014 0:00,,,,,,,1049160484,,,,N,"141023선주운영자국적,운항형태,운영자,대리점변경",10/7/2014 0:00,Y,,,,,,,,,,,,,,maritime154,10/23/2014 17:28,goomangun-IHS,10/27/2020 15:30,A,,,,,,,,,"16,652",,
H8PA,H8PA,,9279989,352983000,,,20,KMC0326,3,41,MSC STELLA,MSC STELLA,PA,PA,PTY,PA,,PA,KMC0326,1,"73,819","73,819","47,138","85,680",304,40,15,304,20,,1,1,,7/1/2004 0:00,,,,,,1045657192,,,,N,N,180704 깊이변경,7/4/2018 0:00,Y,,,,,,,,,,,,,,AHNMISUN,7/12/2004 15:50,vtms-IHS,10/27/2020 15:30,A,,46961,,,,,,,"6,402",,
C6NZ4,3EFW3,,9141900,353039000,,C6NZ4,20,BSC2203,3,41,ACACIA LAN,ACACIA LAN,PA,PA,PTY,KR,,PA,KMS8831,1,"5,658","5,658","2,781","7,196",114,20,7,105,9,3,1,1,,6/1/1996 0:00,5/9/2014 0:00,,,,,,1098790208,,1,N,N,"180427 만재흘수,운영자국적,나용구분변경/180409호출부호,선명,선박국적,선주국적,선적항,대리점변경",4/27/2018 0:00,Y,,,,,,,,,,,,,,usptms6,2/17/2015 11:39,bpa222,11/28/2020 18:07,A,,45763,,,,,,,602,,
9401142,3EXO7,,9401142,353051000,,,20,KMC0326,3,41,MSC GAIA,MSC GAIA,PA,PA,PTY,PA,,,,1,"151,559","151,559","83,151","162,867",352,51,15,352,23,,1,2,,12/14/2009 0:00,,,,,,,1045657192,,3,,N,,9/8/2010 0:00,Y,,,,,,,,,,,,,,lmk0123,3/8/2014 14:38,lmk0123-IHS,10/27/2020 15:33,A,,,,,,,,,"13,798",,
HOKN,HOKN,,9292175,353111000,,,20,OSL0038,3,41,SINO BRIDGE,SINO BRIDGE,PA,PA,PTY,KR,,,,1,"54,519","54,519","22,921","65,038",284,32,14,284,22,3,1,1,,1/1/2004 0:00,3/30/2015 0:00,,,,,1037200270,1040980470,,,N,N,"181219 선주 변경
180509 나용구분변경/171121 대리점변경",4/23/2021 15:56,Y,,,,,,,,,,,,,,bpa020,11/21/2017 11:47,vtms,5/3/2021 23:59,A,,66818,,,,,,,"4,738",,
A8KH6,3EPS9,,9306172,353117000,,V7CB6,20,KMC0155,3,41,MAERSK PUELO,MAERSK PUELO,PA,PA,PTY,DK,,,KMC0155,1,"73,934","73,934","42,246","81,250",293,40,14,293,20,,1,1,,6/27/2006 0:00,10/18/2013 0:00,,,,,1098165350,1090199039,,1,N,N,"180629 호출부호,선명,선박국적 변경 /170905운영자국적,대리점변경(itc 받아야함)",6/29/2018 0:00,Y,,,,,,,,,,,,,,bpa020,9/5/2017 12:02,vtms,11/7/2020 16:13,A,,46879,,,,,,,"6,539",,
3EUP7,3EUP7,,9404663,353160000,,,20,KMC0326,3,41,MSC SONIA,MSC SONIA,PA,PA,PTY,PA,,PA,,1,"153,092","153,092","90,033","165,691",352,51,16,352,23,,1,1,,9/1/2009 0:00,,,,,,1035808894,,,3,,N,131128 대리점변경,4/15/2010 0:00,Y,,,,,,,,,,,,,,lmk0123,3/2/2014 9:12,ipsae,5/3/2021 9:04,A,,,,,,,,,"14,036",,
9467407,3FZR5,,9467407,353428000,,,20,KMC0326,3,41,MSC LAUREN,MSC LAUREN,PA,PA,PTY,CH,KMC0326,CH,KMC0326,1,"140,096","140,096","85,456","139,324",366,48,16,352,30,,1,1,,1/1/2010 0:00,,,,,,1045657192,,,,N,N,110104 신규등록,5/18/2020 14:28,,,,,,,,,,,,,,,lmk0123,12/7/2011 23:08,vtms,12/9/2020 17:26,A,,60260,,,,,,,"12,400",,
V2BC,3EKX8,,9319583,353488000,,V2QN2,20,ICZ0830,3,41,RUN XING,RUN XING,PA,PA,PTY,KR,,CN,KMS8817,1,"6,701","6,701","3,557","8,238",133,19,7,133,9,3,1,1,,1/1/2004 0:00,,,,,,1035965258,,,,N,N,"181106 호출부호,선명,선박국적,선적항,선주국적 변경/2016.027 입항 도선사무실 문의 후 입력, 151013 대리점 변경 151007 운영자국적,운영자,나용 변경 150702 호출부호 변경/ 대리점변경0122",11/13/2018 0:00,Y,,,,,,,,,,,,,,bpa020,10/13/2015 14:58,bpa333,1/27/2021 9:37,A,,49242,,,,,,,672,,
9250983,HOCR,,9250983,353499000,,,20,KMC0326,3,41,MSC DAMLA,MSC DAMLA,PA,PA,PTY,CH,,CH,KMC0326,1,"74,071","74,071","28,667","74,453",285,40,15,285,24,,1,1,,5/7/2002 0:00,7/9/2018 0:00,,,,,1045657192,,,,N,N,180709 신규등록,7/9/2018 0:00,Y,,,,,,,,,,,,,,bpa163009,7/9/2018 9:34,vtms,4/16/2021 8:11,,,47029,,,,,,,"6,402",,
HOEZ,HOEZ,,9230488,353666000,,,20,KMC0326,3,41,MSC MICHAELA,MSC MICHAELA,PA,PA,PTY,KR,,CH,,1,"73,819","73,819","47,138","85,797",304,40,10,293,20,,1,1,,12/26/2001 0:00,5/29/2002 0:00,,,,,,,,,,,,5/31/2002 15:26,Y,,,,,,,,,,,,,,BBZKOH1,5/31/2002 15:26,vtms,1/17/2021 6:12,A,,,,,,,,,"6,402",,
3EFR7,3EFR7,,9305702,353728000,,,20,KMC0326,1,41,MSC MADELEINE,MSC MADELEINE,PA,PA,PTY,CH,,PA,KMC0326,1,"107,551","107,551","56,046","114,908",349,43,15,337,23,,1,1,,12/13/2005 0:00,,,,7/11/2007 0:00,20,1045657192,,,,N,N,181130 길이/순톤수 변경,11/30/2018 0:00,Y,,,,,,,,,,,,,,lmk0123,3/14/2014 13:59,bpa161006-IHS,10/27/2020 15:37,A,,49538,,,,,,,"9,113",,
HODU,HODU,,9226932,353775000,,,20,KMC0326,,41,MSC BARBARA,MSC BARBARA,PA,PA,PTY,KR,,CH,,1,"73,819","73,819","47,138","85,820",304,40,15,293,20,,1,1,,12/4/2001 0:00,5/4/2002 0:00,,,8/1/2006 0:00,20,,,,,,,,8/1/2006 16:16,Y,,,,,,,,,,,,,,JIMMY777,8/1/2006 16:16,JIMMY777-IHS,10/27/2020 15:30,A,,,,,,,,,"6,402",,
H3MH,H3MH,,9282261,353873000,,,20,KMC0326,3,41,MSC ANS,MSC ANS,PA,PA,PTY,CH,,CH,,1,"54,304","54,304","31,318","68,599",294,32,14,284,19,,1,1,,7/1/2004 0:00,,,,,,1045657192,,,,N,,신조:풀컨,10/7/2019 10:42,Y,,,,,,,,,,,,,,OCB,7/20/2004 9:42,vtms,4/15/2021 19:43,A,,55652,,,,,,,"5,059",,
3EWK3,3EWK3,,9451472,354118000,,,20,ICC2115,3,41,LOS ANDES BRIDGE,LOS ANDES BRIDGE,PA,PA,PTY,SG,,,,1,"27,094","27,094","11,848","33,003",200,32,8,200,17,,1,1,,1/1/2009 0:00,,,,,,519998622,1029675171,,,N,N,180509 나용구분 변경,12/16/2019 16:35,Y,,,,,,,,,,,,,,jeayah,3/8/2018 13:04,vtms,5/2/2021 10:47,A,,57108,,,,,,,"2,450",,
H9VY,H9VY,,9226918,354340000,,,20,KMC0326,,41,MSC MELISSA,MSC MELISSA,PA,PA,ZZZ,CH,,CH,,1,"73,819","73,819","47,138","85,786",303,40,15,294,20,,1,1,,8/20/2001 0:00,1/25/2002 0:00,,,,,,,,,,,나용구분변경0203,2/3/2005 15:44,Y,,,,,,,,,,,,,,AHNMISUN,2/3/2005 15:44,KLLUMAE0-IHS,10/27/2020 15:30,A,,,,,,,,,"6,402",,
MPQF5,3FPD6,,9318113,354751000,,MPQF5,20,KMC0155,3,41,ORCA I,ORCA I,PA,PA,PTY,DK,,,,1,"54,309","54,309","34,011","65,890",284,32,14,284,18,,1,1,,11/6/2006 0:00,5/12/2011 0:00,,,,,1098165350,1074454786,,,N,N,"20170426선명,호츨부호 변경수정",5/29/2019 9:53,Y,,,,,,,,,,,,,,bpa020,4/26/2017 13:59,bpa161006-IHS,10/27/2020 15:36,A,,52833,,,,,,,"5,095",,
HPSB,HPSB,,9275971,354972000,,,20,KMC0326,,41,MSC MARINA,MSC MARINA,PA,PA,PTY,PA,,PA,,1,"73,819","73,819","47,138","85,806",293,40,12,293,20,,1,2,,7/7/2003 0:00,,,,,,,,,,,,,11/24/2003 9:53,Y,,,,,,,,,,,,,,KKK789,11/24/2003 9:53,KKK789-IHS,10/27/2020 15:30,A,,,,,,,,,"6,402",,
9720196,3FPX4,,9720196,355185000,,,20,KMC0326,3,41,MSC GISELLE,MSC GISELLE,PA,PA,PTY,CH,,CH,,1,"94,469","94,469","53,022","110,412",300,48,15,300,25,,1,1,,5/29/2014 0:00,,,,,,,514102733,,,,N,151119 신규,11/19/2015 0:00,Y,,,,,,,,,,,,,,bpa020,11/19/2015 11:37,bpa020-IHS,10/27/2020 15:36,A,,,,,,,,,"9,400",,
3FJF8,3FJF8,,9062960,355218000,,DXWL,20,KMC0326,,41,MSC KERRY,MSC KERRY,PA,PA,PTY,PA,,PA,,1,"37,323","37,323","22,371","45,530",228,32,12,228,16,,1,1,,1/22/1994 0:00,,,,,,1045657192,,,,N,,,10/12/2018 13:16,Y,,,,,,,,,,,,,,BBZSHM,5/22/1998 11:09,bpa163008-IHS,10/27/2020 15:38,A,,48690,,,,,,,"3,510",,
9399040,3EZQ6,,9399040,355233000,,,20,KMC0326,3,41,MSC IRENE,MSC IRENE,PA,PA,ZZZ,CH,,CH,,1,"151,559","151,559","83,151","162,867",366,51,14,366,23,,1,1,,6/8/2009 0:00,,,,,,,,,N,,N,100630대리점변경,6/29/2010 0:00,,,,,,,,,,,,,,,lmk0123,2/2/2014 15:14,vtms,1/17/2021 17:49,A,,,,,,,,,"13,798",,
3FTY3,3FTY3,,9398383,355283000,,,20,KMC0326,3,41,MSC LUCIANA,MSC LUCIANA,PA,PA,PTY,CH,,CH,,1,"131,771","131,771","64,192","138,377",351,46,15,351,26,,1,1,,2/11/2009 0:00,,,,,,,1045657192,,,,N,"171121 선주국적,순톤수변경",11/21/2017 0:00,Y,,,,,,,,,,,,,,bpa020,11/21/2017 11:52,vtms,4/23/2021 23:52,A,,,,,,,,,"11,668",,
H9XU,H9XU,,9225677,355308000,,,20,KMC0326,3,41,MSC LUISA,MSC LUISA,PA,PA,PTY,CH,KMC0326,CH,KMC0326,1,"75,590","75,590","42,233","85,927",300,40,15,289,21,,1,1,,10/4/2001 0:00,,,,7/11/2006 0:00,20,1045657192,,,,N,,,12/9/2020 8:03,Y,,,,,,,,,,,,,,lmk0123,9/25/2011 9:56,vtms,4/24/2021 23:58,A,,64197,,,,,,,"6,732",,
3FWL8,3FWL8,,9153563,355395000,,,820,YSC0002,3,27,COSMOS ACE,COSMOS ACE,PA,PA,PTY,JP,,PA,,1,"46,346","46,346","13,904","15,439",189,31,8,182,21,,1,2,,10/20/1998 0:00,,,,,,,,,,,,,6/10/2009 15:56,Y,,,,,,,,,,,,,,usptms6,1/28/2014 22:30,KLYRMAE0-IHS,10/27/2020 15:37,A,,,,,,,,,,,
ELYN8,3ETY3,,9124366,355714000,,ELYN8,20,KMC0326,3,41,MSC IMMA,MSC IMMA,PA,PA,PTY,CH,KMC0326,CH,,1,"30,495","30,495","12,152",0,201,32,12,192,19,,1,1,,1/1/1996 0:00,,,,,,1045657192,,,,N,,,3/11/2021 10:23,Y,,,,,,,,,,,,,,bpa222,7/21/2011 7:27,vtms,5/4/2021 13:12,A,,65892,,,,,,,,,
9703291,3FBT7,,9703291,355906000,,,20,KMC0326,3,41,MSC OSCAR,MSC OSCAR,PA,PA,PTY,PA,,,,1,"192,237","192,237","111,423","199,273",395,59,16,381,23,,1,2,,7/15/2014 0:00,,,,,,1.04E+12,1038588060,,,,N,,12/22/2014 0:00,Y,,,,,,,,,,,,,,firsea,1/23/2015 16:41,vtms,3/3/2021 20:07,A,,,,,,,,,"19,224",,
3EFZ3,3EFZ3,,9305714,356112000,,,20,KMC0326,3,41,MSC INES,MSC INES,PA,PA,ZZZ,CH,,PA,,1,"107,551","107,551","52,394","114,732",349,43,15,349,23,,1,1,,1/24/2006 0:00,,,,8/17/2006 0:00,20,1.09E+11,1064490979,,N,,,,8/17/2006 10:24,Y,,,,,,,,,,,,,,lmk0123,2/3/2014 14:39,vtms,3/25/2021 11:13,A,,,,,,,,,"9,113",,
9689665,3FUU5,,9689665,356481000,,,20,KMS8832,3,41,SUNNY ACACIA,SUNNY ACACIA,PA,PA,PTY,KR,,PA,,1,"9,867","9,867","4,663","12,472",130,25,11,130,11,3,1,1,,3/11/2015 0:00,,,,,,,,,,,N,"150312신규, 2017.004 입항 대리점 확인 후 입력",3/12/2015 0:00,Y,,,,,,,,,,,,,,sima3116,3/18/2015 15:32,bpa333,5/5/2021 15:54,A,,,,,,,,,"1,000",,
3FYC4,V7A4552,,9315965,356706000,,3FYC4,20,KMC0826,3,41,TS KELANG,TS KELANG,MH,PA,CTB,TW,KMC0123,TW,KMC0123,1,"42,020","42,020","25,512","53,697",249,32,11,249,16,,1,1,,7/16/2007 0:00,,,,,,1089873542,,,,N,N,120508 나용 변경,2/24/2021 9:37,Y,,,,,,,,,,,,,,bpa222,11/8/2012 0:10,bpa444,4/16/2021 0:09,A,,65587,,,,,,,"4,363",,
HOWD,HOWD,,9251688,356946000,,,20,KMC0326,3,41,MSC VANESSA,MSC VANESSA,PA,PA,PTY,CH,,CH,,1,"75,590","75,590","42,233","85,844",300,40,15,289,21,,1,1,,8/1/2002 0:00,,,,,,,,,,,,,2/12/2003 9:30,Y,,,,,,,,,,,,,,BBZKOH1,2/12/2003 9:30,vtms,3/10/2021 19:24,A,,,,,,,,,"6,732",,
3FZU8,3FZU8,,9404649,357051000,,,20,KMC0326,3,41,MSC DANIT,MSC DANIT,PA,PA,ZZZ,PA,,PA,,1,"153,092","153,092","90,033","165,517",351,51,16,351,23,,1,1,,11/4/2008 0:00,5/31/2011 0:00,,,,,,,,3,,N,110502 총톤수/순톤수,3/25/2009 0:00,Y,,,,,,,,,,,,,,lmk0123,3/24/2014 16:55,lmk0123-IHS,10/27/2020 15:36,A,,,,,,,,,"14,036",,
9469560,3FZP9,,9469560,357891000,,,20,KMC0326,3,41,MSC TERESA,MSC TERESA,PA,PA,PTY,PA,,,,1,"153,115","153,115","89,067","166,101",352,51,16,349,23,,1,1,,10/12/2010 0:00,,,,,,,,,N,,N,110311 만재홀수/선박,3/4/2011 0:00,,,,,,,,,,,,,,,lmk0123,3/15/2014 20:08,withj421-IHS,10/27/2020 15:36,A,,,,,,,,,"14,036",,
9467392,3EXV8,,9467392,357926000,,,20,KMC0326,3,41,MSC BERYL,MSC BERYL,PA,,,CH,,CH,,1,"140,096","140,096","75,419","139,418",366,48,16,366,30,,1,1,,9/15/2010 0:00,10/4/2010 0:00,,,,,,,,3,,N,100907 신규등록,9/7/2010 0:00,,,,,,,,,,,,,,,lmk0123,3/22/2014 10:11,vtms,3/12/2021 6:08,A,,,,,,,,,"12,400",,
9567661,3FTU,,9567661,357988000,,,20,KMC0155,3,41,SEROJA LIMA,SEROJA LIMA,PA,PA,PTY,KR,KMC0155,,KMC0155,1,"86,682","86,682","47,960","90,388",303,46,15,303,20,,1,1,,12/20/2011 0:00,5/26/2014 0:00,,,,,1098165350,4105657,,N,N,N,"180918 선박 길이 변경/140516선명,운영자대리점변경 130313 나용구분변경",9/18/2018 0:00,Y,,,,,,,,,,,,,,sima3116,5/26/2014 15:50,vtms,4/5/2021 6:02,A,,48320,,,,,,,"8,540",,
9239850,WDJ2573,,9239850,367759670,,,20,KMC0748,3,41,APL SAIPAN,APL SAIPAN,US,US,ILG,US,KMA8901,US,,1,"16,916","16,916","7,683","20,979",169,27,9,169,14,,1,1,,11/10/2001 0:00,12/29/2016 0:00,,,,,1090721141,522653663,,,,N,171206나용구분변경,12/29/2016 0:00,Y,,,,,,,,,,,,,,bpa020,12/6/2017 15:42,vtms,4/30/2021 6:06,A,대리점 한보에이전시 051-916-8800,,,,,,,,"1,641",,
3ERL7,D7HI,201022,9347592,370097000,,3ERL7,20,KMS8802,3,41,HYUNDAI INTEGRAL,HYUNDAI INTEGRAL,KR,KR,CHA,KR,,KR,,1,"53,100","53,100","31,099",0,294,32,12,294,18,9,1,1,,6/10/2008 0:00,6/13/2008 0:00,,,,,1073026210,1073026210,,,N,N,170626 선명(영문)변경,8/20/2020 14:27,Y,,,,,,,,,,,,,,bpa020,6/26/2017 11:50,bpa222,5/5/2021 21:37,A,,62072,,,,,,,"4,728",,
9461439,3FFK4,,9461439,370341000,,,20,KMC0326,3,41,MSC VALERIA,MSC VALERIA,PA,PA,PTY,PA,,,,1,"153,115","153,115","89,067","165,966",352,51,16,352,23,,1,1,,11/10/2011 0:00,,,,,,,,,,,N,120612 운항/대리점 변경,6/1/2012 0:00,Y,,,,,,,,,,,,,,lmk0123,7/2/2013 9:11,withj421-IHS,10/27/2020 15:37,A,,,,,,,,,"14,036",,
3FHF2,3FHF2,,9472579,370433000,,,20,ICC2115,3,41,MOL SEABREEZE,MOL SEABREEZE,PA,PA,ZZZ,PA,,PA,,1,"27,104","27,104","11,856","33,508",200,32,8,188,17,,1,1,,11/15/2009 0:00,4/8/2010 0:00,,,,,1092608879,,,3,N,,,11/28/2019 9:07,Y,,,,,,,,,,,,,,bpa111,7/12/2013 1:18,vtms,4/23/2021 23:51,A,,56703,,,,,,,"2,553",,
A8DS4,3FWP7,,9288394,370531000,,A8DS4,20,KMC0155,3,41,PL GERMANY,PL GERMANY,PA,PA,PTY,KR,,,,1,"66,462","66,462","25,614","67,009",266,40,13,266,24,,1,1,,1/1/2002 0:00,,,,,,1098165350,1098165350,,,N,N,"180327 선명,대리점변경",3/25/2019 13:53,Y,,,,,,,,,,,,,,lmk0123,2/19/2014 7:04,vtms,5/1/2021 7:03,A,,51479,,,,,,,"5,928",,
